system:index,B8,GVI,NLI,RDVI,SGI,estimatefCOVER,.geo
0_803,1096.0,1.6346153846153846,0.9992144383567115,15.758379695014488,2.3220338983050848,0.091,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_805,2068.0,1.0434782608695654,0.999510013858005,18.272646279450473,1.9732824427480915,0.158,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_812,1184.0,1.5031712473572938,0.9992626783316564,16.17237030971188,2.2901353965183753,0.102,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_831,1438.0,3.777408637873754,0.9997195539554014,27.616587876237098,4.958620689655173,0.303,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_839,1418.0,3.4873417721518987,0.999685734744212,26.464095064186886,4.487341772151899,0.255,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_843,1410.0,1.4226804123711339,0.999316163678235,15.96797033298296,2.073529411764706,0.139,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_844,1072.0,1.382222222222222,0.9990363021836279,12.84604648166517,1.9350180505415162,0.082,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_853,1500.0,3.7021943573667713,0.9997982425773044,30.632485377353017,6.607929515418502,0.327,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_865,1226.0,4.194915254237288,0.9997831349505967,28.522142258113796,7.521472392638037,0.318,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_878,1432.0,3.4610591900311523,0.9996694235829705,25.972328148914045,4.224188790560472,0.285,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_917,2010.0,2.278955954323002,0.9997376646711033,29.366004234904167,3.792452830188679,0.32,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_923,2262.0,3.435294117647059,0.9997862108332481,32.35849056603774,4.135283363802559,0.311,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_925,1570.0,3.349030470914127,0.9998085298336481,31.390407715845278,6.6525423728813555,0.303,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_948,940.0,2.4432234432234434,0.9994591775198877,20.41555145731292,3.933054393305439,0.322,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_961,1190.0,3.5247148288973387,0.9997782888275222,28.145989651845813,7.579617834394904,0.296,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_967,1606.0,3.3523035230352303,0.999775927738634,30.253886119469268,5.557093425605537,0.213,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_993,1860.0,2.152542372881356,0.9997028999622556,27.62515367227878,3.6186770428015564,0.327,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1012,1882.0,3.459715639810427,0.9997775467928063,31.1901025263837,4.776649746192893,0.287,"{""type"":""MultiPoint"",""coordinates"":[]}"
