system:index,GVI,MSAVI2,NLI,RDVI,SGI,estimatefAPAR,.geo
1_130,2.853982300884956,0.8197049974987749,0.9997930724068644,31.493189925333883,5.547770700636943,0.346,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_144,4.018072289156627,0.8475002270131426,0.9998169903559682,32.22434379988727,6.559055118110236,0.351,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_197,2.194074074074074,0.725371241233006,0.999745317630215,29.835160914315765,3.641891891891892,0.358,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_209,3.9140625,0.8703844135984582,0.9997940263861045,29.048056471981685,7.717791411042945,0.339,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_232,3.63481228668942,0.8725658340576956,0.999812398710214,30.285221544897343,7.8497109826589595,0.344,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_249,4.299212598425197,0.8833198120646557,0.9998266986703814,30.66919411610296,8.573248407643312,0.36,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_271,3.35609756097561,0.829747685760367,0.9998094103633115,32.41716716915171,5.875,0.357,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_277,4.0130718954248366,0.8695849390571766,0.999830029965717,32.03548349875255,7.67,0.359,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_291,3.9649122807017543,0.8639229799573513,0.999839774435699,33.40134844224852,7.35064935064935,0.35,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_312,4.355371900826446,0.8672395312012213,0.9997952122529747,29.33616120461969,7.534883720930233,0.345,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_351,3.413114754098361,0.8543371303128424,0.9997836539522891,29.285702987655828,6.86734693877551,0.335,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_398,4.328413284132841,0.8870844301786747,0.9998436675028377,31.9551743445824,8.858895705521473,0.351,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_401,2.0603732162458837,0.6922143017104645,0.9997792585918704,31.96310613180419,3.2494172494172493,0.354,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_421,3.4705882352941178,0.849678765664521,0.9997918817581484,30.106463710211074,6.654377880184332,0.349,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_435,2.4265232974910393,0.76773579562132,0.999757124086617,30.24394311389308,4.306306306306307,0.349,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_444,3.013761467889908,0.830816982821716,0.9998067125593738,32.144863938347264,5.912162162162162,0.353,"{""type"":""MultiPoint"",""coordinates"":[]}"
